cluster_dbscan,discounted_price_mean,discounted_price_median,discounted_price_count,actual_price_mean,actual_price_median,actual_price_count,discount_percentage_mean,discount_percentage_median,discount_percentage_count,discount_value_mean,discount_value_median,discount_value_count,rating_mean,rating_median,rating_count,rating_count_mean,rating_count_median,rating_count_count,log_rating_count_mean,log_rating_count_median,log_rating_count_count,suggested_profile
-1,19362.314814814814,11445.5,54,33363.40740740741,28999.0,54,46.666666666666664,51.5,54,14001.092592592593,13368.0,54,4.140740740740741,4.25,54,92872.51851851853,5616.5,54,8.397630240826839,8.632032093669988,54,popular_caro
0,2503.9088802267897,799.0,1411,4376.532445074416,1599.0,1411,47.73068745570517,50.0,1411,1872.6235648476259,800.0,1411,4.094893617021277,4.1,1410,15415.493267186393,5176.0,1411,8.287444878394021,8.551981016901902,1411,nichado_acessivel
